name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;318;0;687;3055;1020;3055;1020;0
header;236;149;236;179;1875;179;1875;149
B;933;309;933;325;942;325;942;309
B;814;351;814;370;828;370;828;351
B;1005;1268;1005;1287;1019;1287;1019;1268
A;1015;1554;1015;1557;1020;1557;1020;1554
B;659;1877;659;1890;667;1890;667;1877
B;765;2137;765;2157;779;2157;779;2137
A;716;2503;716;2519;725;2519;725;2503
B;909;2743;909;2759;931;2759;931;2743
B;667;2752;667;2776;685;2776;685;2752
D;691;2848;691;2863;698;2863;698;2848
